empnum,costcenterlv2,effectivedate
3981,Customer Experience,
3982,Customer Experience,
3983,Customer Experience,
3984,Customer Experience,
3985,KYC,
3986,Customer Experience,
3987,,
3988,Customer Experience,
3989,,
3990,Customer Experience,2023-01-01
3990,Customer Experience,2022-11-01
3990,Customer Experience,
3991,Customer Experience,
3992,Customer Experience,
3993,Customer Experience,
3994,Customer Experience,2023-01-01
3994,Customer Experience,2022-11-01
3994,Customer Experience,
3995,KYC,
3996,Customer Experience,
3997,KYC,
3998,KYC,
3999,Customer Experience,
4000,KYC,
4001,Customer Experience,2023-01-01
4001,Customer Experience,2022-11-01
4001,Customer Experience,
4002,KYC,2023-01-01
4002,KYC,2022-11-01
4002,KYC,
4003,KYC,
4004,KYC,
4005,Customer Experience,
4006,Customer Experience,
4007,Customer Experience,
4008,Customer Experience,
4009,Customer Experience,
4010,KYC,
4011,Customer Experience,
4012,KYC,
4013,KYC,
4014,KYC,
4015,KYC,
4016,KYC,
4017,KYC,
4018,Customer Experience,
4019,Customer Experience,
4020,Customer Experience,
4021,Customer Experience,2023-01-01
4021,Customer Experience,2022-11-01
4021,Customer Experience,
4022,Customer Experience,
4023,Customer Experience,
4024,Customer Experience,2023-01-01
4024,Customer Experience,2022-11-01
4024,Customer Experience,
4025,Customer Experience,
4026,Customer Experience,
4027,Customer Experience,
4028,Customer Experience,
4029,Customer Experience,
4030,Customer Experience,
4031,Customer Experience,
4032,Customer Experience,
4033,Customer Experience,
4034,Customer Experience,
4035,Communications,
4036,Customer Experience,
4037,Customer Experience,
4038,Customer Experience,
4039,Customer Experience,2023-01-01
4039,Customer Experience,2022-11-01
4039,Customer Experience,
4040,Customer Experience,
4041,Customer Experience,
4042,Customer Experience,
4043,Customer Experience,
4044,Quant Trading Desk MO,2022-11-01
4044,Quant Trading,
4045,Customer Experience,
4046,Customer Experience,
4047,Customer Experience,
4048,Customer Experience,
4049,Customer Experience,
4050,Customer Experience,
4051,Customer Experience,
4052,CCO_Local Market Compliance,2022-11-01
4052,Regulatory Compliance,
4053,Customer Experience,
4054,Customer Experience,
4055,Customer Experience,
4056,Customer Experience,
4057,Customer Experience,
4058,Communications,
4059,Cybersecurity Services & Incident Response,2022-11-01
4059,Information Security,
4060,Customer Experience,
4061,Customer Experience,
4062,Customer Experience,
4063,Customer Experience,2023-01-01
4063,Customer Experience,2022-11-01
4063,Customer Experience,
4064,Customer Experience,
4065,Customer Experience,
4066,Customer Experience,
4067,Customer Experience,2022-11-01
4067,Customer Experience,
4068,Customer Experience,
4069,Customer Experience,
4070,Customer Experience,
4071,Customer Experience,
4072,Risk Management,
4073,Payments and Reconciliation,2023-01-01
4073,Payments and Reconciliation,2022-11-01
4073,Payments and Reconciliation,
4074,Payments and Reconciliation,2023-01-01
4074,Payments and Reconciliation,2022-11-01
4074,Payments and Reconciliation,
4075,Risk Management,
4076,Data Proetction & Privacy,2022-11-01
4076,Information Security,
4077,CCO_Program Management Compliance,2023-01-14
4077,CCO_Program Management Compliance,2022-11-01
4077,Compliance Operations,
4078,Payments and Reconciliation,
4079,Expansion/GBS,2022-11-01
4079,Global Business Solutions,
4080,Information Security,
4081,People Operations,2022-11-01
4081,Human Resources,
4082,Finance and Accounting,2022-11-01
4082,Finance and Accounting,
4083,Others Tech,2022-11-01
4083,Tech,
4084,Others Tech,2022-11-01
4084,Tech,
4085,Information Security,
4086,New Venture Operations,
4087,Legal,2022-11-01
4087,Legal,
4088,Finance and Accounting,2022-11-01
4088,Finance and Accounting,
4089,Finance and Accounting,2022-11-01
4089,Finance and Accounting,
4090,Finance and Accounting,2022-11-01
4090,Finance and Accounting,
4091,Finance and Accounting,
4092,Finance and Accounting,2022-11-01
4092,Finance and Accounting,
4093,,
4094,Marketing,2022-11-01
4094,Marketing,
4095,Communications,2022-11-01
4095,Communications,
4096,Risk Management,2023-01-01
4096,Risk Management,2022-11-01
4096,Risk Management,
4097,Legal,2022-11-01
4097,Legal,
4098,Payments and Reconciliation,
4099,Risk Management,
4100,Risk Management,
4101,Information Security,
4102,Payments and Reconciliation,2023-01-01
4102,Payments and Reconciliation,2022-11-01
4102,Payments and Reconciliation,
4103,Risk Management,
4104,Payments and Reconciliation,2023-01-01
4104,Payments and Reconciliation,2022-11-01
4104,Payments and Reconciliation,
4105,Information Security,
4106,Product QA,2022-11-01
4106,Product,
4107,NFT,2023-02-01
4107,NFT,2022-11-01
4107,New Venture Operations,
4108,Information Security,
4109,Tech,
4110,Defi Wallet Tech,2022-11-01
4110,Tech,
4111,Human Resources,
4112,Marketing,2022-11-01
4112,Marketing,
4113,Marketing,2022-11-01
4113,Marketing,
4114,IT Infrastructure & Operations,2022-11-01
4114,Information Security,
4115,Expansion/GBS,2022-11-01
4115,Global Business Solutions,
4116,Communications,2023-01-03
4116,Talent Acquisition,2022-11-01
4116,Human Resources,
4117,Finance and Accounting,
4118,Cybersecurity Services & Incident Response,2022-11-01
4118,Information Security,
4119,Product Management,2022-12-20
4119,Growth,2022-11-01
4119,Growth,2022-09-01
4119,Global Business Solutions,
4120,Information Security,
4121,Main App Tech,2022-11-01
4121,Tech,
4122,People Operations,2022-11-01
4122,Human Resources,
4123,Quant Trading Desk Dev,2022-11-01
4123,Quant Trading,
4124,Product Management,2022-11-01
4124,Product,
4125,Legal,2022-11-01
4125,Legal,
4126,Legal,
4127,Finance and Accounting,2022-11-01
4127,Finance and Accounting,
4128,Quant Trading Desk Dev,2022-11-01
4128,Quant Trading,
4129,Finance and Accounting,2022-11-01
4129,Finance and Accounting,
4130,Growth,2022-11-01
4130,Growth,
4131,Talent Acquisition,2022-11-01
4131,Human Resources,
4132,Others Tech,2022-11-01
4132,Tech,
4133,Others Tech,2022-11-01
4133,Tech,
4134,Defi Wallet Tech,2022-11-01
4134,Tech,
4135,Product QA,2022-11-01
4135,Product,
4136,Others Tech,2022-11-01
4136,Tech,
4137,Finance and Accounting,2022-11-01
4137,Finance and Accounting,
4138,Legal,
4139,CCO_Infrastructure Compliance,2023-01-14
4139,CCO_Infrastructure Compliance,2022-11-01
4139,Compliance Operations,
4140,Human Resources,
4141,CCO_Infrastructure Compliance,2023-01-14
4141,CCO_Infrastructure Compliance,2022-11-01
4141,Compliance Operations,
4142,CCO_Infrastructure Compliance,2023-01-14
4142,CCO_Infrastructure Compliance,2022-11-01
4142,Compliance Operations,
4143,CCO_Infrastructure Compliance,2023-01-14
4143,CCO_Infrastructure Compliance,2022-11-01
4143,Compliance Operations,
4144,CCO_Infrastructure Compliance,2023-01-14
4144,CCO_Infrastructure Compliance,2022-11-01
4144,Compliance Operations,
4145,CCO_Infrastructure Compliance,2023-01-14
4145,CCO_Infrastructure Compliance,2022-11-01
4145,Compliance Operations,
4146,KYC,2023-01-01
4146,KYC,2022-11-01
4146,KYC,
4147,Customer Experience,
4148,Customer Experience,
4149,Customer Experience,
4150,KYC,
4151,KYC,
4152,KYC,2023-01-01
4152,KYC,2022-11-01
4152,KYC,
4153,Marketing,
4154,Customer Experience,2023-01-01
4154,Customer Experience,2022-11-01
4154,Customer Experience,
4155,KYC,
4156,Customer Experience,
4157,Customer Experience,
4158,KYC,
4159,Customer Experience,
4160,KYC,
4161,Customer Experience,
4162,KYC,2023-01-01
4162,KYC,2022-11-01
4162,KYC,
4163,KYC,
4164,Information Security,
4165,KYC,
4166,KYC,
4167,Blockchain Security,2022-11-01
4167,Information Security,
4168,Product Management,2022-11-01
4168,Product,
4169,Customer Experience,
4170,Customer Experience,
4171,KYC,
4172,Customer Experience,
4173,Customer Experience,
4174,Customer Experience,
4175,Customer Experience,
4176,Customer Experience,
4177,Customer Experience,
4178,Customer Experience,
4179,Customer Experience,
4180,Customer Experience,
4181,Customer Experience,
4182,Customer Experience,
4183,KYC,
4184,KYC,
4185,Customer Experience,
4186,IT Infrastructure & Operations,2022-11-01
4186,Information Security,
4187,KYC,
4188,KYC,
4189,Communications,2022-11-01
4189,Communications,
4190,Exchange and Derivatives Tech,2022-11-01
4190,Tech,
4191,KYC,
4192,Customer Experience,
4193,Customer Experience,
4194,KYC,
4195,Customer Experience,
4196,Quant Trading Desk Spot,2022-11-01
4196,Quant Trading,
4197,Customer Experience,
4198,KYC,
4199,Customer Experience,2023-01-01
4199,Customer Experience,2022-11-01
4199,Customer Experience,
4200,Customer Experience,
4201,KYC,
4202,Customer Experience,
4203,KYC,
4204,Customer Experience,2023-01-01
4204,Customer Experience,2022-11-01
4204,Customer Experience,
4205,Institutional Sales,2022-11-01
4205,Institutional Sales and Account Management,
4206,Customer Experience,
4207,Customer Experience,
4208,,
4209,Customer Experience,
4210,Customer Experience,
4211,Customer Experience,
4212,Customer Experience,
4213,Customer Experience,
4214,Customer Experience,
4215,Customer Experience,
4216,Customer Experience,
4217,Customer Experience,
4218,Customer Experience,
4219,Customer Experience,
4220,Customer Experience,
4221,Customer Experience,
4222,Customer Experience,
4223,Customer Experience,
4224,Customer Experience,
4225,Customer Experience,
4226,Customer Experience,
4227,Customer Experience,
4228,Customer Experience,
4229,Customer Experience,
4230,Customer Experience,
4231,Customer Experience,
4232,Customer Experience,
4233,Customer Experience,
4234,Customer Experience,
4235,,
4236,Customer Experience,
4237,Customer Experience,
4238,Customer Experience,
4239,Customer Experience,
4240,Customer Experience,
4241,Customer Experience,
4242,Customer Experience,
4243,Customer Experience,
4244,Customer Experience,
4245,Customer Experience,
4246,Customer Experience,
4247,Customer Experience,
4248,,
4249,Customer Experience,
4250,Customer Experience,
4251,Customer Experience,
4252,Customer Experience,
4253,Customer Experience,
4254,Customer Experience,
4255,Customer Experience,
4256,Customer Experience,
4257,Customer Experience,
4258,Customer Experience,
4259,,
4260,Customer Experience,
4261,Customer Experience,
4262,Customer Experience,
4263,Customer Experience,
4264,"Governance, Risk & Compliance",2022-11-01
4264,Information Security,
4265,Customer Experience,
4266,Customer Experience,
4267,Customer Experience,
4268,Compliance Program Management,
4269,Exchange and Derivatives Tech,2022-11-01
4269,Tech,
4270,Marketing,2022-11-01
4270,Marketing,
4271,Strategy and Research,
4272,Blockchain Security,2022-11-01
4272,Information Security,
4273,Cybersecurity Services & Incident Response,2022-11-01
4273,Information Security,
4274,Communications,2022-11-01
4274,Communications,
4275,Others Tech,2022-11-01
4275,Tech,
4276,Exchange and Derivatives Tech,2022-11-01
4276,Tech,
4277,Others Tech,2022-11-01
4277,Tech,
4278,Strategy and Research,
4279,Exchange and Derivatives Tech,2022-11-01
4279,Tech,
4280,Risk Management,2023-01-01
4280,Risk Management,2022-11-01
4280,Risk Management,
4281,Finance and Accounting,2022-11-01
4281,Administration,
4282,Compliance Operations,
4283,Cronos,2022-11-01
4283,New Venture Operations,
4284,Legal,2022-11-01
4284,Legal,
4285,Crypto.com Capital,2022-11-01
4285,Crypto.com Capital,
4286,Information Security,
4287,Exchange and Derivatives Tech,2022-11-01
4287,Tech,
4288,Blockchain Security,2022-11-01
4288,Information Security,
4289,Quant Trading,
4290,Legal,2022-11-01
4290,Legal,
4291,Product QA,2022-11-01
4291,Product,
4292,Quant Trading,
4293,IT Infrastructure & Operations,2022-11-01
4293,Information Security,
4294,NFT Tech,2022-11-01
4294,New Venture Operations,
4295,New Venture Operations,
4296,Information Security,
4297,Main App Tech,2022-11-01
4297,Tech,
4298,Talent Acquisition,2022-11-01
4298,Human Resources,
4299,Talent Acquisition,2023-01-17
4299,Talent Acquisition,2022-11-01
4299,Human Resources,
4300,Human Resources,2022-11-01
4300,Human Resources,
4301,Human Resources,2023-01-17
4301,People Operations,2022-11-01
4301,Human Resources,
4302,Risk Management,2022-11-01
4302,Risk Management,
4303,CCO_Infrastructure Compliance,2022-11-01
4303,Compliance Operations,
4304,People Operations,2022-09-01
4304,Human Resources,
4305,Risk Management,2023-01-01
4305,Risk Management,2022-11-01
4305,Risk Management,
4306,Risk Management,
4307,Risk Management,2023-01-01
4307,Risk Management,2022-11-01
4307,Risk Management,
4308,Talent Acquisition,2023-01-17
4308,Talent Acquisition,2022-11-07
4309,Finance and Accounting,2022-11-01
4309,Finance and Accounting,
4310,Main App Tech,2022-11-01
4310,Tech,
4311,Human Resources,2023-01-17
4311,People Operations,2022-11-01
4311,Human Resources,
4312,Product QA,2022-11-01
4312,Product,
4313,Information Security,
4314,Institutional Sales,2022-11-01
4314,Institutional Sales and Account Management,
4315,Tech,
4316,Quant Trading Desk MO,2022-11-01
4316,Quant Trading,
4317,Blockchain Security,2022-11-01
4317,Information Security,
4318,Human Resources,
4319,Human Resources,
4320,Exchange and Derivatives Tech,2022-11-01
4320,Tech,
4321,Institutional Sales,2022-11-01
4321,Institutional Sales and Account Management,
4322,CCO_Local Market Compliance,2022-11-01
4322,Regulatory Compliance,
4323,Information Security,
4324,Talent Acquisition,2022-11-01
4324,Human Resources,
4325,Growth,
4326,Growth,
4327,Growth,2022-11-01
4327,Growth,
4328,Exchange and Derivatives Tech,2022-11-01
4328,Tech,
4329,Product QA,2022-11-01
4329,Product,
4330,Product QA,2022-11-01
4330,Product,
4331,Talent Acquisition,2022-11-01
4331,Human Resources,
4332,,
4333,Finance and Accounting,2022-11-01
4333,Finance and Accounting,
4334,Finance and Accounting,
4335,Product QA,2022-11-01
4335,Product,
4336,Exchange and Derivatives Tech,2022-11-01
4336,Tech,
4337,Exchange and Derivatives Tech,2022-11-01
4337,Tech,
4338,Product Management,2022-11-01
4338,Product,
4339,Payments and Reconciliation,2023-01-01
4339,Payments and Reconciliation,2022-11-01
4339,Payments and Reconciliation,
4340,Payments and Reconciliation,2023-01-01
4340,Payments and Reconciliation,2022-11-01
4340,Payments and Reconciliation,
4341,CCO_Infrastructure Compliance,2023-01-14
4341,CCO_Infrastructure Compliance,2022-11-01
4341,Compliance Program Management,
4342,Customer Experience,
4343,Payments and Reconciliation,
4344,Customer Experience,
4345,CCO_Infrastructure Compliance,2023-01-14
4345,CCO_Infrastructure Compliance,2022-11-01
4345,Compliance Operations,
4346,Customer Experience,
4347,CCO_Infrastructure Compliance,2023-01-14
4347,CCO_Infrastructure Compliance,2022-11-01
4347,Compliance Operations,
4348,Risk Management,2023-01-01
4348,Risk Management,2022-11-01
4348,Risk Management,
4349,Customer Experience,
4350,Customer Experience,
4351,Compliance Operations,
4352,CCO_Infrastructure Compliance,2023-01-14
4352,CCO_Infrastructure Compliance,2022-11-01
4352,Compliance Operations,
4353,Customer Experience,
4354,KYC,
4355,KYC,
4356,Customer Experience,2023-01-01
4356,Customer Experience,2022-11-01
4356,Customer Experience,
4357,KYC,2023-01-01
4357,KYC,2022-11-01
4357,KYC,
4358,KYC,
4359,KYC,
4360,KYC,
4361,KYC,
4362,KYC,
4363,KYC,
4364,KYC,
4365,Others Tech,2022-11-01
4365,Tech,
4366,Others Tech,2022-11-01
4366,Tech,
4367,Quant Trading,
4368,Human Resources,
4369,Customer Experience,
4370,Customer Experience,
4371,Customer Experience,2023-01-01
4371,Customer Experience,2022-11-01
4371,Customer Experience,
4372,Customer Experience,
4373,Customer Experience,
4374,Customer Experience,
4375,Customer Experience,
4376,Customer Experience,
4377,Customer Experience,
4378,Marketing,2022-11-01
4378,Marketing,
4379,Product,
4380,Exchange and Derivatives Tech,2022-11-01
4380,Tech,
4381,Product QA,2022-11-01
4381,Product,
4382,Information Security,
4383,CCO_Local Market Compliance,2022-11-01
4383,Regulatory Compliance,
4384,Human Resources,
4385,Exchange and Derivatives Tech,2022-11-01
4385,Tech,
4386,KYC,
4387,KYC,
4388,KYC,
4389,KYC,
4390,KYC,
4391,KYC,
4392,KYC,2023-01-01
4392,KYC,2022-11-01
4392,KYC,
4393,Customer Experience,
4394,,
4395,Customer Experience,
4396,KYC,
4397,Customer Experience,
4398,Customer Experience,
4399,Customer Experience,
4400,Customer Experience,2023-01-01
4400,Customer Experience,2022-11-01
4400,Customer Experience,
4401,Customer Experience,
4402,Customer Experience,
4403,Customer Experience,
4404,Customer Experience,
4405,Customer Experience,
4406,Customer Experience,
4407,Customer Experience,
4408,Customer Experience,
4409,Customer Experience,
4410,KYC,
4411,KYC,
4412,Customer Experience,
4413,Customer Experience,
4414,Customer Experience,
4415,Customer Experience,
4416,Communications,2022-11-01
4416,Communications,
4417,KYC,
4418,KYC,
4419,KYC,
4420,KYC,
4421,Customer Experience,2023-01-01
4421,Customer Experience,2022-11-01
4421,Customer Experience,
4422,Customer Experience,
4423,Customer Experience,
4424,Customer Experience,2023-01-01
4424,Customer Experience,2022-11-01
4424,Customer Experience,
4425,Customer Experience,
4426,Customer Experience,
4427,Customer Experience,
4428,Customer Experience,
4429,Customer Experience,2023-01-01
4429,Customer Experience,2022-11-01
4429,Customer Experience,
4430,Customer Experience,2023-01-01
4430,Customer Experience,2022-11-01
4430,Customer Experience,
4431,Customer Experience,
4432,Customer Experience,
4433,Customer Experience,
4434,Customer Experience,2023-01-01
4434,Customer Experience,2022-11-01
4434,Customer Experience,
4435,Customer Experience,
4436,Customer Experience,
4437,Human Resources,
4438,Human Resources,2022-11-01
4438,Human Resources,
4439,Customer Experience,
4440,Customer Experience,
4441,Customer Experience,
4442,Customer Experience,
4443,Customer Experience,2023-01-01
4443,Customer Experience,2022-11-01
4443,Customer Experience,
4444,Customer Experience,
4445,Customer Experience,
4446,Customer Experience,
4447,Customer Experience,
4448,Customer Experience,2023-01-01
4448,Customer Experience,2022-11-01
4448,Customer Experience,
4449,Customer Experience,
4450,Customer Experience,
4451,Customer Experience,2023-01-01
4451,Customer Experience,2022-11-01
4451,Customer Experience,
4452,Customer Experience,
4453,Customer Experience,
4454,Customer Experience,
4455,Customer Experience,
4456,Customer Experience,
4457,Customer Experience,
4458,Customer Experience,
4459,Customer Experience,
4460,Customer Experience,
4461,Customer Experience,
4462,Customer Experience,
4463,Customer Experience,
4464,Customer Experience,
4465,Customer Experience,
4466,Customer Experience,
4467,Customer Experience,
4468,Customer Experience,
4469,Customer Experience,
4470,,
4471,Customer Experience,
4472,Customer Experience,
4473,Customer Experience,
4474,Customer Experience,
4475,Customer Experience,
4476,Customer Experience,
4477,Customer Experience,
4478,Customer Experience,
4479,Customer Experience,
4480,Customer Experience,
4481,Customer Experience,
4482,Customer Experience,
4483,Human Resources,2022-11-01
4483,Human Resources,
4484,Customer Experience,
4485,Customer Experience,
4486,Customer Experience,
4487,Customer Experience,
4488,Customer Experience,2023-01-01
4488,Customer Experience,2022-11-01
4488,Customer Experience,
4489,Customer Experience,
4490,Customer Experience,
4491,Customer Experience,
4492,Customer Experience,2023-01-01
4492,Customer Experience,2022-11-01
4492,Customer Experience,
4493,Customer Experience,
4494,Customer Experience,
4495,Customer Experience,
4496,Customer Experience,2023-01-01
4496,Customer Experience,2022-11-01
4496,Customer Experience,
4497,Customer Experience,
4498,Customer Experience,
4499,Customer Experience,
4500,Customer Experience,
4501,Customer Experience,
4502,Creative,2022-11-01
4502,Creative,
4503,Strategy and Research,2022-11-01
4503,New Venture Operations,
4504,Administration,
4505,Growth,2022-11-01
4505,Growth,
4506,CCO_Local Market Compliance,2022-11-01
4506,Regulatory Compliance,
4507,CCO_Local Market Compliance,2022-11-01
4507,Regulatory Compliance,
4508,Regulatory Compliance,
4509,CCO_Local Market Compliance,2022-11-01
4509,Regulatory Compliance,
4510,Human Resources,2023-01-17
4510,People Operations,2022-11-01
4510,Human Resources,
4511,Others Tech,2022-11-01
4511,Tech,
4512,IT Infrastructure & Operations,2022-11-01
4512,Information Security,
4513,Creative,2022-11-01
4513,Creative,
4514,Talent Acquisition,2022-11-01
4514,Human Resources,
4515,Tech,
4516,Growth,
4517,Strategy and Research,2022-11-01
4517,New Venture Operations,
4518,Blockchain,2022-11-01
4518,Blockchain,
4519,Exchange and Derivatives Tech,2022-11-01
4519,Tech,
4520,Blockchain,2022-11-01
4520,Blockchain,
4521,Product QA,2022-11-01
4521,Product,
4522,Information Security,
4523,Exchange and Derivatives Tech,2022-11-01
4523,Tech,
4524,Information Security,
4525,Blockchain Security,2022-11-01
4525,Information Security,
4526,Cronos,2022-11-01
4526,New Venture Operations,
4527,Defi Wallet Tech,2022-11-01
4527,Tech,
4528,Others Tech,2022-11-01
4528,Tech,
4529,Growth,
4530,Finance and Accounting,
4531,CCO_Infrastructure Compliance,2023-01-14
4531,CCO_Infrastructure Compliance,2022-11-01
4531,Compliance Operations,
4532,CCO_Infrastructure Compliance,2023-01-14
4532,CCO_Infrastructure Compliance,2022-11-01
4532,Compliance Operations,
4533,Cronos,2022-11-01
4534,Marketing,
4535,Regulatory Compliance,
4536,Marketing,
4537,CCO_Local Market Compliance,2022-11-01
4537,Regulatory Compliance,
4538,Human Resources,
4539,Growth,2022-11-01
4539,Growth,
4540,Marketing,
4541,Regulatory Compliance,
4542,Legal,2022-11-01
4542,Legal,
4543,Marketing,
4544,Growth,2022-11-01
4544,Growth,
4545,Talent Acquisition,2022-11-01
4545,Human Resources,
4546,Creative,2022-11-01
4546,Creative,
4547,CCO_Local Market Compliance,2022-11-01
4547,Regulatory Compliance,
4548,Main App Tech,2022-11-01
4548,Tech,
4549,Marketing,
4550,Main App Tech,2022-11-01
4550,Tech,
4551,Cronos,2022-11-01
4552,Marketing,
4553,Compliance Program Management,
4554,Marketing,2022-11-01
4554,Marketing,
4555,Information Security,
4556,Talent Acquisition,2022-11-01
4556,Human Resources,
4557,Cybersecurity Services & Incident Response,2022-11-01
4557,Information Security,
4558,Human Resources,
4559,Human Resources,
4560,Human Resources,
4561,Product Management,2023-02-01
4561,NFT,2022-11-01
4561,New Venture Operations,
4562,Human Resources,
4563,IT Infrastructure & Operations,2022-11-01
4563,Information Security,
4564,CCO_Program Management Compliance,2023-01-14
4564,CCO_Program Management Compliance,2022-11-01
4564,Regulatory Compliance,
4565,Marketing,
4566,Human Resources,2022-11-01
4566,Human Resources,
4567,Strategy and Research,2022-11-01
4567,Strategy and Research,
4568,Others Tech,2022-11-01
4568,Tech,
4569,Human Resources,
4570,IT Infrastructure & Operations,2022-11-01
4570,Information Security,
4571,Tech,
4572,Exchange and Derivatives Tech,2022-11-01
4572,Tech,
4573,Tech,
4574,New Venture Operations,
4575,Marketing,2023-01-16
4575,Growth,2022-11-01
4575,Growth,
4576,Product,
4577,IT Infrastructure & Operations,2022-11-01
4577,Information Security,
4578,Finance and Accounting,
4579,Product QA,2022-11-01
4579,Product,
4580,Information Security,
4581,Finance and Accounting,
4582,Finance and Accounting,2022-11-01
4582,Finance and Accounting,
4583,Expansion/GBS,2022-11-01
4583,Global Business Solutions,
4584,Product Management,2022-11-01
4584,Product,
4585,Blockchain,2022-11-01
4585,Blockchain,
4586,Product,
4587,Main App Tech,2022-11-01
4587,Tech,
4588,Regulatory Compliance,
4589,Human Resources,
4590,Customer Experience,
4591,Customer Experience,
4592,Customer Experience,2023-01-01
4592,Customer Experience,2022-11-01
4592,Customer Experience,
4593,Customer Experience,
4594,Customer Experience,
4595,Customer Experience,
4596,Customer Experience,
4597,Customer Experience,
4598,Customer Experience,
4599,IT Infrastructure & Operations,2022-11-01
4599,Information Security,
4600,Creative,2022-11-01
4600,Creative,
4601,Customer Experience,
4602,,
4603,Customer Experience,
4604,Customer Experience,
4605,Customer Experience,
4606,Customer Experience,2023-01-01
4606,Customer Experience,2022-11-01
4606,Customer Experience,
4607,Customer Experience,
4608,Customer Experience,
4609,Customer Experience,2023-01-01
4609,Customer Experience,2022-11-01
4609,Customer Experience,
4610,Customer Experience,
4611,Customer Experience,
4612,Customer Experience,
4613,Customer Experience,
4614,Customer Experience,
4615,Customer Experience,
4616,Customer Experience,
4617,Customer Experience,
4618,Customer Experience,
4619,Customer Experience,
4620,Customer Experience,2023-01-01
4620,Customer Experience,2022-11-01
4620,Customer Experience,
4621,Customer Experience,
4622,Marketing,2022-11-01
4622,Marketing,
4623,Cybersecurity Services & Incident Response,2022-11-01
4623,Information Security,
4624,Global Business Solutions,
4625,Talent Acquisition,2022-11-01
4625,Human Resources,
4626,Main App Tech,2022-11-01
4626,Tech,
4627,CCO_Infrastructure Compliance,2023-01-14
4627,CCO_Infrastructure Compliance,2022-11-01
4627,Compliance Operations,
4628,KYC,
4629,KYC,
4630,KYC,
4631,KYC,
4632,NFT,2023-02-01
4632,NFT,2022-11-01
4632,New Venture Operations,
4633,Marketing,
4634,Customer Experience,
4635,KYC,
4636,KYC,
4637,KYC,
4638,KYC,
4639,KYC,
4640,KYC,
4641,KYC,
4642,KYC,
4643,KYC,
4644,KYC,
4645,KYC,
4646,KYC,
4647,KYC,
4648,KYC,
4649,Cronos,2022-11-01
4650,Finance and Accounting,2022-11-01
4650,Administration,
4651,Customer Experience,
4652,Customer Experience,
4653,Human Resources,2022-11-01
4653,Human Resources,
4654,Customer Experience,
4655,Product QA,2022-11-01
4655,Product,
4656,Customer Experience,
4657,Customer Experience,
4658,Information Security,
4659,Customer Experience,
4660,Customer Experience,
4661,Customer Experience,
4662,Tech,
4663,Creative,2022-11-01
4663,Creative,
4664,Customer Experience,
4665,Customer Experience,
4666,Customer Experience,
4667,Customer Experience,
4668,Customer Experience,
4669,Customer Experience,
4670,Customer Experience,
4671,Customer Experience,
4672,Customer Experience,
4673,Customer Experience,
4674,Customer Experience,
4675,Customer Experience,
4676,Customer Experience,
4677,Customer Experience,
4678,Customer Experience,
4679,Customer Experience,
4680,Customer Experience,
4681,Customer Experience,
4682,Customer Experience,
4683,Customer Experience,
4684,Customer Experience,
4685,Customer Experience,
4686,Customer Experience,
4687,Customer Experience,
4688,Customer Experience,
4689,Customer Experience,
4690,Customer Experience,2023-01-01
4690,Customer Experience,2022-11-01
4690,Customer Experience,
4691,Customer Experience,
4692,Customer Experience,
4693,Customer Experience,
4694,Customer Experience,
4695,Customer Experience,
4696,Customer Experience,
4697,Customer Experience,
4698,Customer Experience,
4699,Customer Experience,
4700,Customer Experience,
4701,Customer Experience,
4702,Customer Experience,
4703,Customer Experience,
4704,Human Resources,
4705,Customer Experience,
4706,Customer Experience,
4707,Customer Experience,
4708,Customer Experience,
4709,Customer Experience,
4710,Customer Experience,
4711,Customer Experience,
4712,Customer Experience,
4713,Customer Experience,
4714,Customer Experience,
4715,Customer Experience,
4716,Customer Experience,
4717,Customer Experience,
4718,Human Resources,
4719,Regulatory Compliance,
4720,Communications,
4721,Human Resources,
4722,Regulatory Compliance,
4723,Human Resources,
4724,Regulatory Compliance,
4725,Customer Experience,
4726,Human Resources,
4727,Information Security,
4728,Finance and Accounting,2022-11-01
4728,Finance and Accounting,
4729,Product QA,2022-11-01
4729,Product,
4730,Others Tech,2022-11-01
4730,Tech,
4731,Others Tech,2022-11-01
4731,Tech,
4732,Finance and Accounting,
4733,Finance and Accounting,2022-11-01
4733,Finance and Accounting,
4734,Blockchain,
4735,Quant Trading Desk MO,2022-11-01
4735,Quant Trading,
4736,Finance and Accounting,2022-11-01
4736,Finance and Accounting,
4737,Product Management,2022-11-01
4737,Product,
4738,Growth,
4739,"Governance, Risk & Compliance",2022-11-01
4739,Information Security,
4740,Others Tech,2022-11-01
4740,Tech,
4741,Application Security,2022-11-01
4741,Information Security,
4742,Human Resources,
4743,Cronos,2022-11-01
4743,New Venture Operations,
4744,Others Tech,2022-11-01
4744,Tech,
4745,Main App Tech,2022-11-01
4745,Tech,2022-07-14
4745,New Venture Operations,
4746,Marketing,2023-01-16
4746,Growth,2022-11-01
4746,Growth,
4747,Marketing,2023-01-16
4747,Growth,2022-11-01
4747,Growth,
4748,Human Resources,
4749,Information Security,
4750,Product Management,2022-11-01
4750,Product,
4751,People Operations,2022-11-01
4751,Human Resources,
4752,Marketing,
4753,Communications,
4754,Marketing,
4755,CCO_Local Market Compliance,2022-11-01
4755,Regulatory Compliance,
4756,Information Security,
4757,Human Resources,
4758,Regulatory Compliance,
4759,People Operations,2022-11-01
4759,Human Resources,
4760,Information Security,
4761,Information Security,
4762,Tech,
4763,Human Resources,
4764,Information Security,
